id,name,now_cost,position,team,yellow_cards,own_goals,influence_rank_type,direct_freekicks_order,selected_rank,form_rank,threat,cost_change_start,value_season,saves,transfers_out_event,expected_goals_per_90,ict_index_rank_type,in_dreamteam,selected_rank_type,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,expected_goal_involvements,transfers_out,form_rank_type,status,expected_goals,total_points,chance_of_playing_next_round,ict_index,clean_sheets,web_name,chance_of_playing_this_round,goals_conceded,points_per_game_rank,starts,goals_conceded_per_90,penalties_saved,expected_goals_conceded,influence_rank,expected_assists_per_90,region,news,expected_assists,bonus,ep_this,ep_next,news_added,minutes,starts_per_90,selected_by_percent,now_cost_rank_type,cost_change_event,points_per_game_rank_type,expected_goals_conceded_per_90,saves_per_90,cost_change_event_fall,dreamteam_count,event_points,threat_rank_type,transfers_in,goals_scored,threat_rank,can_select,penalties_missed,form,clean_sheets_per_90,assists,influence,ict_index_rank,creativity,penalties_order,creativity_rank_type,creativity_rank,points_per_game,bps,red_cards,cost_change_start_fall,value_form,now_cost_rank,transfers_in_event
263,Cameron Burgess,40,DEF,Ipswich,0,0,64,,117,157,71.0,0,3.8,0,5419,0.07,71,False,48,,0.1,0.77,98022,41,a,0.55,15,,30.7,0,Burgess,,13,259,8,1.62,0,16.25,165,0.03,13.0,,0.22,0,2.0,2.0,,720,1.0,2.5,163,0,79,2.03,0.0,0,0,2,51,317275,0,202,True,0,2.0,0.0,1,194.4,227,40.7,,84,285,1.9,78,0,0,0.5,604,8610
264,Wes Burns,48,MID,Ipswich,1,0,138,,530,145,52.0,-2,4.4,0,210,0.05,130,False,210,,0.2,1.45,9445,72,a,0.33,21,100.0,25.5,0,Burns,100.0,16,302,8,2.21,0,17.44,299,0.15,244.0,,1.12,0,2.2,2.2,2024-11-13T14:30:07.906131Z,652,1.1,0.0,192,0,140,2.41,0.0,0,0,2,131,3852,0,237,True,0,2.2,0.0,1,79.4,259,130.7,,105,151,1.6,103,0,2,0.5,291,175
265,Conor Chaplin,51,MID,Ipswich,1,0,132,,437,90,86.0,-4,6.1,0,378,0.2,128,False,159,,0.26,1.53,22074,45,a,1.18,31,,26.0,1,Chaplin,,8,222,6,1.32,0,12.37,289,0.06,241.0,,0.35,0,3.2,3.2,,544,0.99,0.1,109,0,97,2.05,0.0,0,0,5,107,6622,1,178,True,0,3.2,0.17,2,88.8,255,90.4,,124,194,2.2,109,0,4,0.6,177,543
266,Harry Clarke,40,DEF,Ipswich,1,1,127,,466,275,35.0,0,0.0,0,370,0.03,115,False,168,,0.06,0.17,5942,76,a,0.08,0,100.0,9.5,0,H.Clarke,100.0,6,510,3,1.89,0,6.77,357,0.03,241.0,,0.09,0,0.8,0.8,2024-10-26T20:00:07.408041Z,286,0.94,0.1,176,0,177,2.13,0.0,0,0,1,80,8400,0,265,True,0,0.8,0.0,0,43.4,351,19.4,,109,333,0.0,0,1,0,0.2,623,431
267,Leif Davis,45,DEF,Ipswich,2,0,25,4.0,122,181,96.0,0,9.1,0,10827,0.04,3,False,50,1.0,0.24,3.86,236898,53,a,0.63,41,,90.1,1,Davis,,28,162,16,1.75,0,33.59,70,0.2,241.0,,3.23,5,1.8,1.8,,1440,1.0,2.5,77,0,45,2.1,0.0,0,2,2,29,318105,1,162,True,0,1.8,0.06,2,292.4,31,512.1,,1,5,2.6,171,0,0,0.4,396,2632
268,Liam Delap,56,FWD,Ipswich,5,0,14,,88,208,342.0,1,10.5,0,83387,0.34,14,False,16,,0.41,5.43,740851,28,s,4.51,59,0.0,76.8,2,Delap,,21,71,15,1.59,0,24.55,108,0.07,241.0,Suspended until 27 Dec,0.92,7,1.6,0.0,2024-12-16T09:30:06.820569Z,1186,1.14,4.0,30,0,16,1.86,0.0,0,1,1,15,1099564,6,32,True,0,1.6,0.15,1,249.8,55,180.3,,5,98,3.7,207,0,-1,0.3,104,3469
269,George Edmundson,40,DEF,Ipswich,0,0,179,,479,429,0.0,0,0.2,0,70,0.0,179,False,174,,0.0,0.00,13829,153,u,0.00,1,0.0,0.0,0,Edmundson,0.0,0,384,0,0.0,0,0.00,504,0.0,,Loaned to Middlesbrough,0.00,0,0.0,0.0,2024-08-31T08:22:49.668219Z,1,0.0,0.1,172,0,129,0.0,0.0,0,0,0,159,2076,0,443,False,0,0.0,0.0,0,0.0,506,0.0,,175,482,1.0,3,0,0,0.0,618,0
270,Jacob Greaves,40,DEF,Ipswich,2,0,71,,93,362,63.0,0,3.0,0,8008,0.05,83,False,35,,0.05,0.45,404060,120,a,0.43,12,100.0,24.9,1,Greaves,100.0,15,310,8,1.88,0,17.34,180,0.0,241.0,,0.02,0,0.2,0.2,2024-11-22T17:30:09.014564Z,720,1.0,3.7,183,0,97,2.17,0.0,0,0,0,58,723741,0,215,True,0,0.2,0.12,0,179.8,262,5.9,,132,394,1.5,58,0,0,0.0,636,2177
271,Marcus Myers-Harness,49,MID,Ipswich,0,0,204,,650,636,6.0,-1,0.4,0,11,0.0,211,False,285,,0.1,0.05,2359,276,u,0.00,2,0.0,1.7,0,Harness,0.0,2,429,0,4.19,0,1.36,430,0.1,,Loaned to Derby County,0.05,0,0.0,0.0,2024-08-31T08:21:56.022360Z,43,0.0,0.0,158,0,202,2.85,0.0,0,0,0,197,347,0,369,False,0,0.0,0.0,0,9.4,440,1.9,,215,414,1.0,4,0,1,0.0,248,0
272,George Hirst,54,FWD,Ipswich,1,0,32,,569,681,68.0,-1,3.1,0,147,0.4,33,False,72,,0.45,0.87,10592,70,i,0.77,17,0.0,16.7,0,Hirst,0.0,4,241,1,2.07,0,6.50,334,0.05,241.0,Knee injury - Expected back 16 Jan,0.10,2,0.0,0.0,2024-11-22T17:00:09.158802Z,174,0.52,0.0,39,0,31,3.36,0.0,0,1,0,35,10138,1,208,True,0,0.0,0.0,1,60.2,307,37.0,1.0,33,291,2.1,56,0,1,0.0,132,44
273,Cameron Humphreys,45,MID,Ipswich,0,0,268,,623,585,0.0,0,0.0,0,24,0.0,270,False,270,,0.0,0.00,4938,239,u,0.00,0,0.0,0.0,0,Humphreys,0.0,0,632,0,0.0,0,0.00,625,0.0,,Loaned to Wycombe,0.00,0,0.0,0.0,2024-08-23T12:39:48.370081Z,0,0.0,0.0,270,0,272,0.0,0.0,0,0,0,266,651,0,607,False,0,0.0,0.0,0,0.0,627,0.0,,272,623,0.0,0,0,0,0.0,440,0
274,Omari Giraud-Hutchinson,52,MID,Ipswich,4,0,76,3.0,296,83,214.0,-3,7.5,0,2902,0.09,59,False,94,,0.17,2.54,70793,42,a,1.35,39,100.0,60.4,2,Hutchinson,100.0,22,168,15,1.51,0,27.30,190,0.08,241.0,,1.19,3,3.4,3.4,2024-11-20T14:00:07.757189Z,1312,1.03,0.4,103,0,71,1.87,0.0,0,0,2,39,49439,1,63,True,0,3.4,0.14,1,170.8,98,217.1,,60,76,2.6,148,0,3,0.7,170,1075
275,Ben Johnson,39,DEF,Ipswich,1,0,94,,134,326,11.0,-1,2.3,0,4702,0.01,100,False,56,,0.05,0.28,388760,101,a,0.04,9,100.0,17.6,0,Johnson,100.0,14,370,5,2.54,0,16.45,250,0.04,241.0,,0.24,0,0.4,0.4,2024-11-25T09:30:07.489482Z,497,0.91,2.2,224,0,119,2.98,0.0,0,0,1,112,248471,0,335,True,0,0.4,0.0,1,118.6,303,45.4,,81,279,1.1,28,0,1,0.1,687,14771
276,Freddie Ladapo,45,FWD,Ipswich,0,0,49,,254,536,0.0,0,0.0,0,1084,0.0,49,False,42,,0.0,0.00,203054,46,u,0.00,0,0.0,0.0,0,Ladapo,0.0,0,588,0,0.0,0,0.00,581,0.0,,Mutual termination of contract,0.00,0,0.0,0.0,2024-08-31T06:23:26.859072Z,0,0.0,0.5,63,0,52,0.0,0.0,0,0,0,49,59882,0,555,False,0,0.0,0.0,0,0.0,583,0.0,,50,576,0.0,0,0,0,0.0,360,0
277,Massimo Luongo,44,MID,Ipswich,0,0,177,,318,509,0.0,-1,1.6,0,1158,0.0,197,False,102,,0.0,0.00,76172,188,a,0.00,7,100.0,3.0,0,Luongo,100.0,4,330,2,2.52,0,5.08,381,0.0,13.0,,0.00,0,0.0,0.0,2024-10-08T11:00:07.389122Z,143,1.26,0.3,298,0,154,3.2,0.0,0,0,0,219,70014,0,529,True,0,0.0,0.0,0,25.0,410,4.3,,210,398,1.4,26,0,1,0.0,481,516
278,Sam Morsy,49,MID,Ipswich,4,0,39,,359,165,23.0,-1,8.2,0,1300,0.02,86,False,123,,0.08,1.17,42547,80,a,0.29,40,100.0,45.1,1,Morsy,100.0,24,157,15,1.61,0,29.23,116,0.06,63.0,,0.88,5,2.0,2.0,2024-10-26T20:00:07.464596Z,1343,1.01,0.2,152,0,68,1.96,0.0,0,0,2,161,38821,1,292,True,0,2.0,0.07,1,242.0,149,186.2,,74,94,2.7,234,0,1,0.4,236,614
279,Corrie Ndaba,40,DEF,Ipswich,0,0,181,,670,433,0.0,0,0.0,0,3,0.0,181,False,227,,0.0,0.00,592,156,u,0.00,0,0.0,0.0,0,Ndaba,0.0,0,511,0,0.0,0,0.00,507,0.0,,Permanent transfer to Kilmarnock,0.00,0,0.0,0.0,2024-08-01T06:52:12.954431Z,0,0.0,0.0,178,0,178,0.0,0.0,0,0,0,161,0,0,446,False,0,0.0,0.0,0,0.0,509,0.0,,177,485,0.0,0,0,0,0.0,625,0
280,Cieran Slicker,40,GKP,Ipswich,0,0,56,,241,437,0.0,0,0.0,0,849,0.0,56,False,37,,0.0,0.00,48144,50,a,0.00,0,,0.0,0,Slicker,,0,514,0,0.0,0,0.00,510,0.0,243.0,,0.00,0,0.0,0.0,,0,0.0,0.7,56,0,56,0.0,0.0,0,0,0,24,27563,0,450,True,0,0.0,0.0,0,0.0,512,0.0,,34,489,0.0,0,0,0,0.0,629,275
281,Jack Taylor,48,MID,Ipswich,3,0,135,,571,148,63.0,-2,3.1,0,77,0.16,138,False,234,,0.37,1.23,3529,74,a,0.53,15,100.0,22.2,0,Taylor,100.0,3,334,1,0.91,0,6.64,292,0.21,104.0,,0.70,1,2.2,2.2,2024-11-22T17:30:09.045912Z,298,0.3,0.0,205,0,157,2.01,0.0,0,0,6,123,1916,1,217,True,0,2.2,0.0,0,84.0,275,76.6,,137,218,1.4,62,0,2,0.5,309,310
282,Axel Tuanzebe,40,DEF,Ipswich,3,0,92,,146,306,19.0,0,3.8,0,7902,0.02,94,False,62,,0.03,0.23,313620,90,i,0.18,15,0.0,18.9,1,Tuanzebe,0.0,13,285,9,1.52,0,15.48,245,0.01,50.0,Hamstring injury - Unknown return date,0.05,0,0.0,0.0,2024-11-30T22:00:07.627808Z,770,1.05,1.9,166,0,88,1.81,0.0,0,0,0,98,379854,0,308,True,0,0.6,0.12,0,122.2,292,48.3,,75,271,1.7,54,0,0,0.2,610,163
283,Christian Walton,43,GKP,Ipswich,0,0,31,,390,493,0.0,-2,0.5,3,255,0.0,31,False,56,,0.0,0.00,17164,65,a,0.00,2,,2.8,0,Walton,,2,245,1,2.0,0,2.65,377,0.0,241.0,,0.00,0,0.0,0.0,,90,1.0,0.2,29,0,30,2.65,3.0,0,0,0,45,9115,0,513,True,0,0.0,0.0,0,28.2,416,0.0,,53,544,2.0,9,0,2,0.0,541,159
284,Luke Woolfenden,40,DEF,Ipswich,1,0,109,,166,431,6.0,0,1.0,0,2526,0.01,118,False,68,,0.01,0.04,107862,155,a,0.03,4,,8.2,0,Woolfenden,,10,457,4,2.39,0,9.44,310,0.0,241.0,,0.01,0,0.0,0.0,,377,0.95,1.5,175,0,155,2.25,0.0,0,0,0,123,118909,0,361,True,0,0.0,0.0,0,72.2,360,2.8,,143,407,0.8,23,0,0,0.0,621,149
359,Kalvin Phillips,48,MID,Ipswich,1,0,149,2.0,505,628,25.0,-2,2.3,0,111,0.05,160,False,193,2.0,0.09,0.53,11386,272,a,0.31,11,100.0,14.7,1,Phillips,100.0,14,303,7,2.35,0,12.49,318,0.04,241.0,,0.22,0,0.0,0.0,2024-11-22T17:30:09.216627Z,536,1.18,0.1,194,0,141,2.1,0.0,0,0,0,160,4879,0,289,True,0,0.0,0.17,0,68.4,319,55.7,,161,256,1.6,69,1,2,0.0,293,67
568,Arijanet Muric,44,GKP,Ipswich,1,0,3,,195,95,0.0,-1,10.0,61,2662,0.0,3,False,27,,0.0,0.01,104601,7,a,0.00,44,100.0,45.6,1,Muric,100.0,26,128,15,1.73,0,30.94,11,0.0,286.0,,0.01,5,3.0,3.0,2024-08-17T20:30:06.519689Z,1350,1.0,1.1,23,0,22,2.06,4.07,0,0,5,52,173147,0,537,True,0,3.0,0.07,0,456.6,147,0.0,,60,561,2.9,171,0,1,0.7,507,3281
583,Conor Townsend,40,DEF,Ipswich,0,0,156,,294,416,0.0,0,0.2,0,742,0.0,153,False,112,,0.0,0.00,30168,144,a,0.00,1,,1.4,0,Townsend,,1,382,0,90.0,0,0.23,451,0.0,241.0,,0.00,0,0.0,0.0,,1,0.0,0.4,161,0,127,20.7,0.0,0,0,0,151,23827,0,430,True,0,0.0,0.0,0,4.0,447,10.0,,120,372,1.0,2,0,0,0.0,602,264
611,Sam Szmodics,58,MID,Ipswich,2,0,82,,306,253,211.0,-2,6.9,0,4361,0.35,92,False,98,3.0,0.4,3.28,92972,131,a,2.89,40,,42.6,2,Szmodics,,11,139,10,1.33,0,17.88,201,0.05,104.0,,0.39,2,1.2,1.2,,743,1.21,0.3,55,0,58,2.17,0.0,0,0,0,40,104192,3,65,True,0,1.2,0.24,0,159.2,161,61.5,,153,245,2.9,116,0,2,0.2,88,573
619,Jens Cajuste,45,MID,Ipswich,2,0,167,,432,201,8.0,0,3.3,0,885,0.01,165,False,156,,0.04,0.28,10567,102,a,0.08,15,100.0,11.7,0,Cajuste,100.0,11,314,7,1.81,0,13.53,353,0.03,206.0,,0.20,0,1.6,1.6,2024-10-04T00:00:05.976169Z,546,1.15,0.1,239,0,145,2.23,0.0,0,0,2,189,20980,0,353,True,0,1.6,0.0,0,44.6,337,65.0,,148,236,1.5,78,0,0,0.4,395,860
630,Dara O'Shea,40,DEF,Ipswich,3,0,20,,144,211,99.0,0,5.2,0,5959,0.05,45,False,60,,0.06,0.74,81320,58,a,0.60,21,100.0,42.5,1,O'Shea,100.0,21,296,13,1.65,0,26.08,57,0.01,104.0,,0.14,1,1.4,1.4,2024-10-18T17:30:07.558521Z,1142,1.02,2.0,173,0,93,2.06,0.0,0,0,2,26,280628,0,157,True,0,1.4,0.08,0,316.0,162,9.9,,121,377,1.6,103,0,0,0.4,619,16164
631,Jack Clarke,55,MID,Ipswich,1,0,122,,535,191,76.0,0,4.2,0,172,0.14,122,False,215,,0.26,1.44,5924,96,a,0.76,23,,29.2,0,J.Clarke,,13,307,4,2.37,0,12.58,273,0.12,241.0,,0.68,0,1.8,1.8,,494,0.73,0.0,72,0,144,2.29,0.0,0,0,4,116,7020,0,193,True,0,1.8,0.0,2,100.8,237,116.9,,110,165,1.6,94,0,0,0.3,118,177
632,Chiedozie Ogbene,49,MID,Ipswich,0,0,182,,651,642,12.0,-1,1.4,0,23,0.0,186,False,286,,0.02,0.05,2251,282,i,0.00,7,0.0,6.4,0,Ogbene,0.0,3,337,3,1.14,0,2.36,389,0.02,104.0,Achilles injury - Expected back 01 Jun,0.05,0,0.0,0.0,2024-10-26T20:00:08.138345Z,237,1.14,0.0,172,0,160,0.9,0.0,0,0,0,180,2300,0,332,True,0,0.0,0.0,0,22.8,379,30.2,,179,304,1.4,29,0,1,0.0,264,30
117,Facundo Buonanotte,50,MID,Leicester,5,0,20,,200,131,224.0,0,10.0,0,10465,0.31,30,False,60,3.0,0.46,4.64,348116,66,a,3.16,50,100.0,82.4,2,Buonanotte,100.0,19,59,10,1.87,0,19.07,61,0.15,10.0,,1.48,4,2.4,2.4,2024-12-05T00:30:07.817700Z,913,0.99,1.0,148,0,25,1.88,0.0,0,1,1,37,434857,4,60,True,0,2.4,0.2,2,303.0,43,297.1,,34,43,3.8,208,0,0,0.5,232,1310
192,Jordan Ayew,52,MID,Leicester,4,0,96,2.0,351,132,180.0,-3,6.9,0,1568,0.34,95,False,118,,0.4,3.03,51079,67,a,2.55,36,100.0,41.1,1,J.Ayew,100.0,18,193,7,2.41,0,14.02,229,0.06,81.0,,0.48,2,2.4,2.4,2024-11-21T10:30:08.369234Z,672,0.94,0.2,92,0,82,1.88,0.0,0,0,0,53,26167,3,86,True,0,2.4,0.13,0,135.8,172,97.1,2.0,117,183,2.4,120,0,3,0.5,155,236
198,Odsonne Edouard,51,FWD,Leicester,0,0,45,,338,674,50.0,-4,1.4,0,696,0.25,38,False,55,,0.29,0.46,89894,69,a,0.39,7,100.0,8.0,0,Edouard,100.0,3,365,1,1.91,0,3.72,449,0.04,73.0,,0.07,0,0.0,0.0,2024-09-05T11:30:06.462155Z,141,0.64,0.2,44,0,38,2.37,0.0,0,0,0,37,35777,0,240,True,0,0.0,0.0,0,5.0,361,25.0,,37,320,1.2,14,0,4,0.0,178,480
285,Boubakary Soumaré,44,MID,Leicester,5,0,156,,279,261,10.0,-1,2.0,0,3040,0.02,164,False,87,,0.08,0.41,50302,135,a,0.08,9,100.0,11.7,0,B.Soumaré,0.0,12,401,5,2.29,0,11.32,329,0.06,73.0,,0.33,0,0.0,1.0,2024-12-09T09:30:06.376244Z,471,0.96,0.4,301,0,183,2.16,0.0,0,0,0,184,71949,0,342,True,0,1.0,0.0,0,61.8,336,45.1,,169,280,1.0,60,0,1,0.2,502,1051
286,Tom Cannon,45,FWD,Leicester,0,0,52,,288,555,0.0,0,0.0,0,674,0.0,52,False,45,,0.0,0.00,145644,49,u,0.00,0,0.0,0.0,0,Cannon,0.0,0,606,0,0.0,0,0.00,599,0.0,,Loaned to Stoke City,0.00,0,0.0,0.0,2024-08-31T06:20:48.397195Z,0,0.0,0.4,66,0,55,0.0,0.0,0,0,0,52,49177,0,578,False,0,0.0,0.0,0,0.0,601,0.0,,53,596,0.0,0,0,0,0.0,398,0
287,Hamza Choudhury,43,MID,Leicester,0,0,193,,188,371,0.0,-2,0.5,0,9901,0.0,205,False,54,,0.02,0.02,87836,175,a,0.00,2,100.0,2.5,0,Choudhury,100.0,4,396,1,5.0,0,4.31,413,0.02,241.0,,0.02,0,0.2,0.2,2024-10-04T00:00:05.751780Z,72,1.25,1.3,319,0,182,5.39,0.0,0,0,1,218,184864,0,519,True,0,0.2,0.0,0,13.0,422,12.3,,201,360,1.0,13,0,2,0.0,552,26700
288,Conor Coady,40,DEF,Leicester,1,0,105,,293,305,0.0,0,0.8,0,1264,0.0,117,False,111,,0.0,0.02,28695,89,a,0.00,3,100.0,8.8,0,Coady,100.0,12,473,4,2.94,0,11.82,297,0.0,241.0,,0.02,0,0.6,0.6,2024-08-12T14:30:04.626270Z,367,0.98,0.4,160,0,162,2.9,0.0,0,0,0,150,38618,0,428,True,0,0.6,0.0,0,81.6,356,7.1,,127,386,0.6,9,0,0,0.2,600,1637
289,Patson Daka,48,FWD,Leicester,0,0,34,,229,149,34.0,-2,2.3,0,6206,0.18,37,False,39,,0.18,0.21,54724,24,a,0.21,11,100.0,9.0,0,Daka,100.0,2,217,0,1.68,0,2.32,345,0.0,238.0,,0.00,2,2.2,2.2,2024-08-12T14:30:04.636525Z,107,0.0,0.8,59,0,28,1.95,0.0,0,0,1,39,100266,1,267,True,0,2.2,0.0,0,50.4,354,6.0,3.0,45,393,2.2,42,0,2,0.5,311,12967
290,Bobby De Cordova-Reid,52,MID,Leicester,0,0,165,,469,70,40.0,-3,5.0,0,506,0.28,171,False,173,,0.31,0.79,14387,33,a,0.72,26,100.0,10.6,0,De Cordova-Reid,100.0,6,194,2,2.33,0,5.75,350,0.03,107.0,,0.07,2,3.6,3.6,2024-11-08T16:00:07.429188Z,232,0.78,0.1,94,0,83,2.23,0.0,0,0,1,144,5525,1,260,True,0,3.6,0.0,2,46.6,343,18.6,,190,338,2.4,79,0,3,0.7,158,235
291,Wout Faes,41,DEF,Leicester,2,0,17,,36,328,73.0,1,6.1,0,37223,0.07,42,False,11,,0.08,1.12,970082,103,a,0.94,25,,43.1,1,Faes,,28,286,13,2.08,0,27.30,52,0.01,21.0,,0.18,0,0.4,0.4,,1209,0.97,10.3,155,0,89,2.03,0.0,0,0,0,47,1347698,1,197,True,0,0.4,0.07,0,323.4,157,34.4,,89,294,1.7,95,0,-1,0.1,590,5300
292,Michael Golding,44,MID,Leicester,0,0,233,,337,529,0.0,-1,0.0,0,1133,0.0,235,False,110,,0.0,0.00,31664,200,a,0.00,0,,0.0,0,Golding,,0,582,0,0.0,0,0.00,575,0.0,241.0,,0.00,0,0.0,0.0,,0,0.0,0.2,312,0,237,0.0,0.0,0,0,0,228,45021,0,547,True,0,0.0,0.0,0,0.0,577,0.0,,237,570,0.0,0,0,1,0.0,526,157
293,Mads Hermansen,45,GKP,Leicester,0,0,2,,228,163,0.0,0,8.4,65,4772,0.0,2,False,32,,0.0,0.01,93755,14,d,0.00,38,75.0,51.5,1,Hermansen,,31,186,16,2.0,0,31.84,7,0.0,58.0,Groin Injury - 75% chance of playing,0.01,0,2.0,1.5,2024-12-14T22:30:08.086057Z,1395,1.03,0.8,17,0,29,2.05,4.19,0,0,2,58,115339,0,584,True,0,2.0,0.06,0,514.4,124,0.2,,10,445,2.4,163,0,0,0.4,404,540
294,Daniel Iversen,39,GKP,Leicester,0,0,39,,250,399,0.0,-1,0.0,0,768,0.0,39,False,38,,0.0,0.00,40648,32,a,0.00,0,,0.0,0,Iversen,,0,484,0,0.0,0,0.00,479,0.0,58.0,,0.00,0,0.0,0.0,,0,0.0,0.6,68,-1,39,0.0,0.0,1,0,0,4,25344,0,411,True,0,0.0,0.0,0,0.0,481,0.0,,14,454,0.0,0,0,1,0.0,686,1643
295,James Justin,44,DEF,Leicester,2,0,15,,124,310,103.0,-1,8.0,0,16158,0.04,25,False,52,,0.06,0.94,383768,93,a,0.62,35,,53.9,1,Justin,,33,202,15,2.21,0,33.09,46,0.02,241.0,,0.32,2,0.6,0.6,,1342,1.01,2.5,101,0,60,2.22,0.0,0,2,0,25,591618,2,152,True,0,0.6,0.07,1,335.8,114,99.7,,43,180,2.3,116,0,1,0.1,496,1260
296,Victor Kristiansen,45,DEF,Leicester,1,1,22,,420,214,6.0,0,4.4,0,610,0.0,27,False,154,1.0,0.07,0.92,15595,61,a,0.00,20,100.0,53.2,1,Kristiansen,100.0,27,331,14,2.0,0,29.55,63,0.07,58.0,,0.92,0,1.4,1.4,2024-10-27T22:00:06.301413Z,1217,1.04,0.1,80,0,108,2.19,0.0,0,0,0,127,11790,0,366,True,0,1.4,0.07,1,299.8,117,226.6,,13,70,1.4,120,0,0,0.3,408,383
297,Wanya Marçal-Madivádua,45,MID,Leicester,0,0,248,,619,557,0.0,0,0.0,0,26,0.0,250,False,267,,0.0,0.00,4345,216,u,0.00,0,0.0,0.0,0,Marcal,0.0,0,608,0,0.0,0,0.00,601,0.0,,Loaned to De Graafschap,0.00,0,0.0,0.0,2024-08-31T06:21:32.289998Z,0,0.0,0.0,241,0,252,0.0,0.0,0,0,0,246,754,0,580,False,0,0.0,0.0,0,0.0,603,0.0,,252,598,0.0,0,0,0,0.0,400,0
298,Stephy Mavididi,52,MID,Leicester,2,0,88,1.0,292,266,134.0,-3,6.5,0,2126,0.13,83,False,92,,0.4,3.30,185094,139,a,1.07,34,,47.6,1,Mavididi,,16,210,8,1.91,0,17.97,216,0.27,241.0,,2.23,3,1.0,1.0,,755,0.95,0.4,97,0,92,2.14,0.0,0,0,1,81,165692,2,123,True,0,1.0,0.12,0,146.6,141,199.1,4.0,71,90,2.3,120,0,3,0.2,161,152
299,Kasey McAteer,47,MID,Leicester,0,0,163,,463,127,65.0,-3,3.6,0,618,0.15,159,False,169,,0.18,0.65,6331,63,a,0.55,17,,14.9,1,McAteer,,6,265,4,1.64,0,9.15,342,0.03,104.0,,0.10,0,2.4,2.4,,330,1.09,0.1,217,0,119,2.5,0.0,0,0,2,120,8979,0,210,True,0,2.4,0.27,1,52.6,318,33.9,,173,296,1.9,53,0,3,0.5,335,1030
300,Wilfred Ndidi,50,MID,Leicester,4,1,15,,326,248,187.0,0,7.4,0,2940,0.11,49,False,105,,0.19,2.66,103779,127,i,1.53,37,0.0,66.8,1,Ndidi,0.0,25,177,15,1.85,0,26.39,50,0.08,157.0,Hamstring injury - Expected back 29 Dec,1.13,1,0.0,0.0,2024-12-09T09:30:06.387859Z,1216,1.11,0.3,125,0,73,1.95,0.0,0,1,0,47,105395,0,78,True,0,1.2,0.07,4,326.6,75,155.6,,90,127,2.5,204,0,0,0.2,200,15
301,Caleb Okoli,40,DEF,Leicester,2,0,58,,204,363,36.0,0,3.5,0,3721,0.02,78,False,79,,0.02,0.18,92247,121,a,0.14,14,100.0,26.4,1,Okoli,100.0,18,326,9,2.06,0,19.41,142,0.0,106.0,,0.04,1,0.2,0.2,2024-11-30T22:00:07.641824Z,785,1.03,1.0,185,0,104,2.23,0.0,0,0,0,79,167680,0,263,True,0,0.2,0.11,0,221.2,249,7.2,,126,385,1.4,72,0,0,0.0,643,645
302,Ricardo Barbosa Pereira,41,DEF,Leicester,1,0,148,,456,483,2.0,-4,0.5,0,221,0.0,147,False,164,,0.02,0.03,19720,193,i,0.00,2,0.0,2.2,0,Ricardo,0.0,4,391,2,2.47,0,2.08,412,0.02,173.0,Hamstring injury - Expected back 01 Mar,0.03,0,0.0,0.0,2024-11-10T23:00:07.847243Z,146,1.23,0.1,154,-1,135,1.28,0.0,1,0,0,135,4599,0,387,True,0,0.0,0.0,0,13.8,431,5.7,,133,395,1.0,10,0,4,0.0,589,38
303,Harry Souttar,40,DEF,Leicester,0,0,175,,649,423,0.0,0,0.0,0,8,0.0,175,False,221,,0.0,0.00,1400,149,u,0.00,0,0.0,0.0,0,Souttar,0.0,0,502,0,0.0,0,0.00,498,0.0,,Season long loan to Sheffield United,0.00,0,0.0,0.0,2024-08-07T08:21:01.638839Z,0,0.0,0.0,168,0,172,0.0,0.0,0,0,0,155,0,0,437,False,0,0.0,0.0,0,0.0,500,0.0,,171,476,0.0,0,0,0,0.0,612,0
304,Jakub Stolarczyk,40,GKP,Leicester,0,0,57,,539,438,0.0,0,0.0,0,94,0.0,57,False,67,,0.0,0.00,4567,51,d,0.00,0,75.0,0.0,0,Stolarczyk,0.0,0,515,0,0.0,0,0.00,511,0.0,172.0,Lack of match fitness - 75% chance of playing,0.00,0,0.0,0.0,2024-07-25T11:00:04.015354Z,0,0.0,0.0,57,0,57,0.0,0.0,0,0,0,25,4018,0,451,True,0,0.0,0.0,0,0.0,513,0.0,,35,490,0.0,0,0,0,0.0,630,58
305,Luke Thomas,39,DEF,Leicester,0,0,151,,150,401,10.0,-1,0.0,0,6161,0.02,141,False,63,,0.05,0.05,86447,137,a,0.02,0,,3.1,0,Thomas,,4,486,1,4.0,0,2.40,435,0.03,241.0,,0.03,0,0.0,0.0,,90,1.0,1.8,225,0,166,2.4,0.0,0,0,0,117,199369,0,341,True,0,0.0,0.0,0,7.8,409,13.3,,117,354,0.0,-1,0,1,0.0,689,10811
306,Jamie Vardy,56,FWD,Leicester,4,0,10,,42,33,280.0,1,12.0,0,36178,0.36,15,False,11,,0.47,6.21,1637148,5,a,4.70,67,100.0,69.5,1,Vardy,100.0,29,32,15,2.19,0,30.46,71,0.11,241.0,,1.51,10,4.8,4.8,2024-11-10T23:00:07.879182Z,1191,1.13,9.4,29,0,11,2.3,0.0,0,1,1,16,2236305,6,42,True,0,4.8,0.08,3,292.2,69,124.6,1.0,19,160,4.5,255,0,-1,0.9,101,69466
